query
"SELECT MOVIEalias0.RELEASE_YEAR FROM MOVIE AS MOVIEalias0 WHERE MOVIEalias0.TITLE = ""The Imitation Game"" ;"
"SELECT ACTORalias0.BIRTH_YEAR FROM ACTOR AS ACTORalias0 WHERE ACTORalias0.NAME = ""Benedict Cumberbatch"" ;"
"SELECT ACTORalias0.NATIONALITY FROM ACTOR AS ACTORalias0 WHERE ACTORalias0.NAME = ""Christoph Waltz"" ;"
SELECT MOVIEalias0.TITLE FROM MOVIE AS MOVIEalias0 WHERE MOVIEalias0.RELEASE_YEAR = 2015 ;
"SELECT ACTORalias0.NAME FROM ACTOR AS ACTORalias0 WHERE ACTORalias0.BIRTH_CITY = ""Tehran"" ;"
"SELECT ACTORalias0.NAME FROM ACTOR AS ACTORalias0 WHERE ACTORalias0.NATIONALITY = ""Afghanistan"" ;"
SELECT ACTORalias0.NAME FROM ACTOR AS ACTORalias0 WHERE ACTORalias0.BIRTH_YEAR = 1984 ;
"SELECT WRITERalias0.BIRTH_YEAR FROM WRITER AS WRITERalias0 WHERE WRITERalias0.NAME = ""Kevin Spacey"" ;"
"SELECT ACTORalias0.BIRTH_YEAR FROM ACTOR AS ACTORalias0 WHERE ACTORalias0.NAME = ""actor_name0"" ;"
"SELECT DIRECTORalias0.BIRTH_YEAR FROM DIRECTOR AS DIRECTORalias0 WHERE DIRECTORalias0.NAME = ""director_name0"" ;"
"SELECT PRODUCERalias0.BIRTH_YEAR FROM PRODUCER AS PRODUCERalias0 WHERE PRODUCERalias0.NAME = ""producer_name0"" ;"
"SELECT WRITERalias0.BIRTH_CITY FROM WRITER AS WRITERalias0 WHERE WRITERalias0.NAME = ""Kevin Spacey"" ;"
"SELECT DIRECTORalias0.BIRTH_CITY FROM DIRECTOR AS DIRECTORalias0 WHERE DIRECTORalias0.NAME = ""director_name0"" ;"
"SELECT PRODUCERalias0.BIRTH_CITY FROM PRODUCER AS PRODUCERalias0 WHERE PRODUCERalias0.NAME = ""producer_name0"" ;"
"SELECT ACTORalias0.BIRTH_CITY FROM ACTOR AS ACTORalias0 WHERE ACTORalias0.NAME = ""actor_name0"" ;"
"SELECT WRITERalias0.NATIONALITY FROM WRITER AS WRITERalias0 WHERE WRITERalias0.NAME = ""Kevin Spacey"" ;"
"SELECT DIRECTORalias0.NATIONALITY FROM DIRECTOR AS DIRECTORalias0 WHERE DIRECTORalias0.NAME = ""director_name0"" ;"
"SELECT PRODUCERalias0.NATIONALITY FROM PRODUCER AS PRODUCERalias0 WHERE PRODUCERalias0.NAME = ""producer_name0"" ;"
"SELECT ACTORalias0.NATIONALITY FROM ACTOR AS ACTORalias0 WHERE ACTORalias0.NAME = ""actor_name0"" ;"
"SELECT MOVIEalias0.BUDGET FROM MOVIE AS MOVIEalias0 WHERE MOVIEalias0.TITLE = ""Finding Nemo"" ;"
"SELECT MOVIEalias0.TITLE FROM DIRECTED_BY AS DIRECTED_BYalias0 , DIRECTOR AS DIRECTORalias0 , MOVIE AS MOVIEalias0 WHERE DIRECTORalias0.DID = DIRECTED_BYalias0.DID AND DIRECTORalias0.NAME = ""Steven Spielberg"" AND MOVIEalias0.MID = DIRECTED_BYalias0.MSID AND MOVIEalias0.RELEASE_YEAR > 2006 ;"
"SELECT DIRECTORalias0.NAME FROM DIRECTED_BY AS DIRECTED_BYalias0 , DIRECTOR AS DIRECTORalias0 , MOVIE AS MOVIEalias0 WHERE DIRECTORalias0.DID = DIRECTED_BYalias0.DID AND MOVIEalias0.MID = DIRECTED_BYalias0.MSID AND MOVIEalias0.TITLE = ""James Bond"" ;"
"SELECT ACTORalias0.NAME FROM ACTOR AS ACTORalias0 , CAST AS CASTalias0 , MOVIE AS MOVIEalias0 WHERE CASTalias0.AID = ACTORalias0.AID AND CASTalias0.ROLE = ""Alan Turing"" AND MOVIEalias0.MID = CASTalias0.MSID AND MOVIEalias0.TITLE = ""The Imitation Game"" ;"
"SELECT GENREalias0.GENRE FROM CLASSIFICATION AS CLASSIFICATIONalias0 , GENRE AS GENREalias0 , MOVIE AS MOVIEalias0 WHERE GENREalias0.GID = CLASSIFICATIONalias0.GID AND MOVIEalias0.MID = CLASSIFICATIONalias0.MSID AND MOVIEalias0.TITLE = ""Jurassic Park"" ;"
"SELECT DIRECTORalias0.NAME FROM DIRECTED_BY AS DIRECTED_BYalias0 , DIRECTOR AS DIRECTORalias0 , MOVIE AS MOVIEalias0 WHERE DIRECTORalias0.DID = DIRECTED_BYalias0.DID AND MOVIEalias0.MID = DIRECTED_BYalias0.MSID AND MOVIEalias0.RELEASE_YEAR = 2015 AND MOVIEalias0.TITLE = ""Joy"" ;"
"SELECT MOVIEalias0.TITLE FROM MOVIE AS MOVIEalias0 , WRITER AS WRITERalias0 , WRITTEN_BY AS WRITTEN_BYalias0 WHERE WRITERalias0.NAME = ""Matt Damon"" AND WRITTEN_BYalias0.MSID = MOVIEalias0.MID AND WRITTEN_BYalias0.WID = WRITERalias0.WID ;"
"SELECT MOVIEalias0.TITLE FROM MADE_BY AS MADE_BYalias0 , MOVIE AS MOVIEalias0 , PRODUCER AS PRODUCERalias0 , WRITER AS WRITERalias0 , WRITTEN_BY AS WRITTEN_BYalias0 WHERE MOVIEalias0.MID = MADE_BYalias0.MSID AND PRODUCERalias0.NAME = ""Woody Allen"" AND PRODUCERalias0.PID = MADE_BYalias0.PID AND WRITERalias0.NAME = ""Woody Allen"" AND WRITTEN_BYalias0.MSID = MOVIEalias0.MID AND WRITTEN_BYalias0.WID = WRITERalias0.WID ;"
"SELECT MOVIEalias0.TITLE FROM ACTOR AS ACTORalias0 , CAST AS CASTalias0 , MOVIE AS MOVIEalias0 WHERE ACTORalias0.NAME = ""Robin Wright"" AND CASTalias0.AID = ACTORalias0.AID AND MOVIEalias0.MID = CASTalias0.MSID ;"
"SELECT MOVIEalias0.BUDGET FROM MOVIE AS MOVIEalias0 WHERE MOVIEalias0.RELEASE_YEAR = 2007 AND MOVIEalias0.TITLE = ""Juno"" ;"
"SELECT MOVIEalias0.TITLE FROM CLASSIFICATION AS CLASSIFICATIONalias0 , GENRE AS GENREalias0 , MOVIE AS MOVIEalias0 WHERE GENREalias0.GENRE = ""Sci-Fi"" AND GENREalias0.GID = CLASSIFICATIONalias0.GID AND MOVIEalias0.MID = CLASSIFICATIONalias0.MSID AND MOVIEalias0.RELEASE_YEAR = 2010 ;"
"SELECT ACTORalias0.NAME FROM ACTOR AS ACTORalias0 WHERE ACTORalias0.BIRTH_CITY = ""Austin"" AND ACTORalias0.BIRTH_YEAR > 1980 ;"
"SELECT MOVIEalias0.TITLE FROM DIRECTED_BY AS DIRECTED_BYalias0 , DIRECTOR AS DIRECTORalias0 , MOVIE AS MOVIEalias0 WHERE DIRECTORalias0.BIRTH_CITY = ""Los Angeles"" AND DIRECTORalias0.DID = DIRECTED_BYalias0.DID AND MOVIEalias0.MID = DIRECTED_BYalias0.MSID ;"
"SELECT COMPANYalias0.NAME FROM COMPANY AS COMPANYalias0 , COPYRIGHT AS COPYRIGHTalias0 , MOVIE AS MOVIEalias0 WHERE COPYRIGHTalias0.CID = COMPANYalias0.ID AND MOVIEalias0.MID = COPYRIGHTalias0.MSID AND MOVIEalias0.TITLE = ""Juno"" ;"
"SELECT MOVIEalias0.TITLE FROM COMPANY AS COMPANYalias0 , COPYRIGHT AS COPYRIGHTalias0 , MOVIE AS MOVIEalias0 WHERE COMPANYalias0.NAME = ""Netflix"" AND COPYRIGHTalias0.CID = COMPANYalias0.ID AND MOVIEalias0.MID = COPYRIGHTalias0.MSID ;"
"SELECT ACTORalias0.NAME FROM ACTOR AS ACTORalias0 WHERE ACTORalias0.BIRTH_CITY = ""New York City"" AND ACTORalias0.BIRTH_YEAR = 1984 ;"
"SELECT MOVIEalias0.TITLE FROM KEYWORD AS KEYWORDalias0 , MOVIE AS MOVIEalias0 , TAGS AS TAGSalias0 WHERE KEYWORDalias0.KEYWORD = ""nuclear weapons"" AND TAGSalias0.KID = KEYWORDalias0.ID AND TAGSalias0.MSID = MOVIEalias0.MID ;"
"SELECT MOVIEalias0.TITLE FROM COMPANY AS COMPANYalias0 , COPYRIGHT AS COPYRIGHTalias0 , MOVIE AS MOVIEalias0 WHERE COMPANYalias0.NAME = ""company_name0"" AND COPYRIGHTalias0.CID = COMPANYalias0.ID AND MOVIEalias0.MID = COPYRIGHTalias0.MSID AND MOVIEalias0.RELEASE_YEAR > 2010 ;"
"SELECT MOVIEalias0.TITLE FROM MADE_BY AS MADE_BYalias0 , MOVIE AS MOVIEalias0 , PRODUCER AS PRODUCERalias0 WHERE MOVIEalias0.MID = MADE_BYalias0.MSID AND MOVIEalias0.RELEASE_YEAR > 2010 AND PRODUCERalias0.NAME = ""Walt Disney"" AND PRODUCERalias0.PID = MADE_BYalias0.PID ;"
"SELECT MOVIEalias0.TITLE FROM DIRECTED_BY AS DIRECTED_BYalias0 , DIRECTOR AS DIRECTORalias0 , MOVIE AS MOVIEalias0 WHERE DIRECTORalias0.DID = DIRECTED_BYalias0.DID AND DIRECTORalias0.NAME = ""Alfred Hitchcock"" AND MOVIEalias0.MID = DIRECTED_BYalias0.MSID ;"
"SELECT MOVIEalias0.TITLE FROM ACTOR AS ACTORalias0 , CAST AS CASTalias0 , DIRECTED_BY AS DIRECTED_BYalias0 , DIRECTOR AS DIRECTORalias0 , MOVIE AS MOVIEalias0 WHERE ACTORalias0.NAME = ""Taraneh Alidoosti"" AND CASTalias0.AID = ACTORalias0.AID AND DIRECTORalias0.DID = DIRECTED_BYalias0.DID AND DIRECTORalias0.NAME = ""Asghar Farhadi"" AND MOVIEalias0.MID = CASTalias0.MSID AND MOVIEalias0.MID = DIRECTED_BYalias0.MSID ;"
"SELECT TV_SERIESalias0.TITLE FROM MADE_BY AS MADE_BYalias0 , PRODUCER AS PRODUCERalias0 , TV_SERIES AS TV_SERIESalias0 WHERE PRODUCERalias0.NAME = ""Shonda Rhimes"" AND PRODUCERalias0.PID = MADE_BYalias0.PID AND TV_SERIESalias0.SID = MADE_BYalias0.MSID ;"
"SELECT ACTORalias0.NAME FROM ACTOR AS ACTORalias0 , CAST AS CASTalias0 , TV_SERIES AS TV_SERIESalias0 WHERE CASTalias0.AID = ACTORalias0.AID AND CASTalias0.ROLE = ""Olivia Pope"" AND TV_SERIESalias0.SID = CASTalias0.MSID AND TV_SERIESalias0.TITLE = ""Scandal"" ;"
"SELECT WRITERalias0.NAME FROM MOVIE AS MOVIEalias0 , WRITER AS WRITERalias0 , WRITTEN_BY AS WRITTEN_BYalias0 WHERE MOVIEalias0.TITLE = ""The Truman Show"" AND WRITTEN_BYalias0.MSID = MOVIEalias0.MID AND WRITTEN_BYalias0.WID = WRITERalias0.WID ;"
"SELECT TV_SERIESalias0.TITLE FROM ACTOR AS ACTORalias0 , CAST AS CASTalias0 , TV_SERIES AS TV_SERIESalias0 WHERE ACTORalias0.NAME = ""Scott Foley"" AND CASTalias0.AID = ACTORalias0.AID AND TV_SERIESalias0.SID = CASTalias0.MSID ;"
